"","HH1","HH2","HH6","HH7","HH49","stratum","windex5r","HH51","HH52","HC1A","EthnicityGroup","HC15","helevel1","hhweight","HHAGEx","HHSEX","HHAGE","UN16AA","UN16AB","UN16AC","UN16AD","UN16AE","UN16AF","UN16AG","UN16AH","WAGE","WM17","CM4","MSTATUS","welevel1","wmweight","WB4","HC1A_combined","CM4_grouped","MSTATUS_grouped","HH51_grouped","HH52_grouped"
"1630",27,10,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",1,3,"ISLAM","Muslim","YES","Basic (Gr 1-8)",0.788931338851566,"25-49","Male",47,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,36,"ISLAM","1","Ever Married","1","3"
"1631",27,11,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Fourth",3,3,"ISLAM","Muslim","NO","None",0.788931338851566,"25-49","Male",40,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",4,"Currently married/in union","None",0.798297816579838,39,"ISLAM","More than 2","Ever Married","3+","3"
"1632",27,11,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Fourth",3,3,"ISLAM","Muslim","NO","None",0.788931338851566,"25-49","Male",40,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,25,"ISLAM","1","Ever Married","3+","3"
"1633",27,11,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Fourth",3,3,"ISLAM","Muslim","NO","None",0.788931338851566,"25-49","Male",40,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,41,"ISLAM",NA,"Ever Married","3+","3"
"1634",27,12,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Richest",1,0,"HINDU","Other","YES","Secondary (Gr 9-12)",0.788931338851566,"25-49","Female",29,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.798297816579838,29,"HINDU","0","Ever Married","1","0"
"1635",27,13,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",2,0,"HINDU","Other","NO","Basic (Gr 1-8)",0.788931338851566,"25-49","Male",41,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,39,"HINDU","1","Ever Married","2","0"
"1636",27,15,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",0,3,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",1.60251678204224,"25-49","Female",32,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",2,"Formerly married/in union","Basic (Gr 1-8)",1.6215424399278,32,"HINDU","2","Ever Married","0","3"
"1637",27,16,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Middle",1,1,"HINDU","Tarai/Madhesi Other Castes","NO","None",1.60251678204224,"50+","Male",70,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",1.6215424399278,18,"HINDU",NA,"Never Married","1","1"
"1638",27,17,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",0,4,"ISLAM","Muslim","YES","Basic (Gr 1-8)",1.60251678204224,"25-49","Male",45,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",1.6215424399278,49,"ISLAM","0","Ever Married","0","4+"
"1639",27,18,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",0,4,"ISLAM","Muslim","NO","None",1.60251678204224,"50+","Male",50,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",2,"Currently married/in union","None",1.6215424399278,46,"ISLAM","2","Ever Married","0","4+"
"1640",27,19,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Richest",0,4,"ISLAM","Muslim","YES","Basic (Gr 1-8)",1.60251678204224,"25-49","Male",28,"NO","NO","NO","NO","NO","NO","YES","YES","30-34","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.6215424399278,33,"ISLAM","1","Ever Married","0","4+"
"1641",27,2,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",3,0,"ISLAM","Muslim","NO","Basic (Gr 1-8)",0.788931338851566,"25-49","Male",26,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,24,"ISLAM","1","Ever Married","3+","0"
"1642",27,22,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Fourth",0,2,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",1.60251678204224,"25-49","Male",49,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",1.6215424399278,48,"HINDU","2","Ever Married","0","2"
"1643",27,22,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Fourth",0,2,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",1.60251678204224,"25-49","Male",49,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",1.6215424399278,21,"HINDU",NA,"Never Married","0","2"
"1644",27,23,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Middle",0,3,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",1.60251678204224,"25-49","Male",34,"NO","NO","NO","NO","YES","NO","NO","YES","30-34","COMPLETED",0,"Currently married/in union","None",1.6215424399278,34,"HINDU","0","Ever Married","0","3"
"1645",27,24,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Richest",0,0,"HINDU","Tarai/Madhesi Other Castes","YES","Higher",1.60251678204224,"25-49","Male",45,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",1.6215424399278,43,"HINDU",NA,"Ever Married","0","0"
"1646",27,25,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",0,1,"HINDU","Other","YES","Basic (Gr 1-8)",1.60251678204224,"25-49","Male",46,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",1.6215424399278,37,"HINDU","0","Ever Married","0","1"
"1647",27,3,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",0,2,"ISLAM","Muslim","YES","Secondary (Gr 9-12)",0.788931338851566,"25-49","Male",42,"NO","NO","NO","NO","NO","NO","NO","NO","30-34","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,32,"ISLAM","0","Ever Married","0","2"
"1648",27,4,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",1,2,"ISLAM","Muslim","YES","Basic (Gr 1-8)",0.788931338851566,"25-49","Male",45,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",2,"Currently married/in union","None",0.798297816579838,41,"ISLAM","2","Ever Married","1","2"
"1649",27,5,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Fourth",1,4,"ISLAM","Muslim","NO","Basic (Gr 1-8)",0.788931338851566,"25-49","Female",36,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",3,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,36,"ISLAM","More than 2","Ever Married","1","4+"
"1650",27,6,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Richest",1,0,"ISLAM","Muslim","NO","Basic (Gr 1-8)",0.788931338851566,"50+","Male",61,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.798297816579838,28,"ISLAM","0","Ever Married","1","0"
"1651",27,7,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Richest",2,0,"ISLAM","Muslim","YES","None",0.788931338851566,"50+","Male",57,"NO","NO","NO","NO","NO","NO","NO","NO","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.798297816579838,24,"ISLAM","1","Ever Married","2","0"
"1652",270,10,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Second",1,0,"HINDU","Dalits","YES","None",0.314366060831253,"50+","Male",60,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.319079549748109,20,"HINDU","0","Ever Married","1","0"
"1653",270,11,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",1,1,"BUDDHIST","Janajati","YES","Basic (Gr 1-8)",0.314366060831253,"50+","Male",80,"YES","YES","YES","YES","YES","YES","YES","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.319079549748109,28,"BUDDHIST","1","Ever Married","1","1"
"1654",270,12,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",1,1,"HINDU","Dalits","NO","Secondary (Gr 9-12)",0.314366060831253,"25-49","Female",29,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,29,"HINDU","1","Ever Married","1","1"
"1655",270,13,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",1,0,"HINDU","Brahman/Chhetri","NO","Secondary (Gr 9-12)",0.314366060831253,"50+","Male",53,"NO","NO","NO","YES","NO","NO","NO","YES","40-44","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",0.319079549748109,43,"HINDU",NA,"Ever Married","1","0"
"1656",270,13,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",1,0,"HINDU","Brahman/Chhetri","NO","Secondary (Gr 9-12)",0.314366060831253,"50+","Male",53,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,23,"HINDU","1","Ever Married","1","0"
"1657",270,14,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",0,2,"HINDU","Newar","NO","Basic (Gr 1-8)",0.962658737389927,"25-49","Female",31,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.977092487895321,31,"HINDU","1","Ever Married","0","2"
"1658",270,15,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Second",0,1,"HINDU","Dalits","YES","None",0.962658737389927,"25-49","Female",42,"NO","NO","NO","YES","NO","NO","NO","YES","40-44","COMPLETED",1,"Currently married/in union","None",0.977092487895321,42,"HINDU","1","Ever Married","0","1"
"1659",270,16,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",0,2,"BUDDHIST","Janajati","YES","Basic (Gr 1-8)",0.962658737389927,"25-49","Female",43,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.977092487895321,43,"BUDDHIST","1","Ever Married","0","2"
"1660",270,16,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",0,2,"BUDDHIST","Janajati","YES","Basic (Gr 1-8)",0.962658737389927,"25-49","Female",43,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.977092487895321,16,"BUDDHIST",NA,"Never Married","0","2"
"1661",270,17,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Second",0,3,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.962658737389927,"25-49","Male",48,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.977092487895321,39,"HINDU","1","Ever Married","0","3"
"1662",270,18,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",0,0,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.962658737389927,"25-49","Male",44,"NO","YES","NO","YES","NO","NO","NO","YES","40-44","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",0.977092487895321,44,"HINDU",NA,"Ever Married","0","0"
"1663",270,19,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,2,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.962658737389927,"25-49","Female",29,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.977092487895321,29,"HINDU","1","Ever Married","0","2"
"1664",270,2,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Second",1,2,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.314366060831253,"25-49","Male",37,"NO","NO","NO","YES","NO","NO","NO","YES","35-39","COMPLETED",2,"Currently married/in union","None",0.319079549748109,35,"HINDU","2","Ever Married","1","2"
"1665",270,20,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",0,1,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.962658737389927,"25-49","Female",35,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.977092487895321,35,"HINDU","1","Ever Married","0","1"
"1666",270,21,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",1,0,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.962658737389927,"50+","Male",72,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.977092487895321,20,"HINDU","0","Ever Married","1","0"
"1667",270,23,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",0,0,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.962658737389927,"50+","Male",69,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",0.977092487895321,36,"HINDU",NA,"Ever Married","0","0"
"1668",270,24,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",0,2,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.962658737389927,"25-49","Male",45,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.977092487895321,30,"HINDU","0","Ever Married","0","2"
"1669",270,3,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",1,2,"HINDU","Brahman/Chhetri","YES","Higher",0.314366060831253,"25-49","Female",30,"NO","NO","NO","YES","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Higher",0.319079549748109,30,"HINDU","1","Ever Married","1","2"
"1670",270,4,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",2,1,"BUDDHIST","Janajati","YES","None",0.314366060831253,"50+","Female",70,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",3,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,26,"BUDDHIST","More than 2","Ever Married","2","1"
"1671",270,5,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Second",1,1,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.314366060831253,"25-49","Male",33,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.319079549748109,29,"HINDU","1","Ever Married","1","1"
"1672",270,6,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",1,2,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.314366060831253,"25-49","Male",34,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",2,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,28,"HINDU","2","Ever Married","1","2"
"1673",270,7,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",2,0,"BUDDHIST","Janajati","YES","None",0.314366060831253,"50+","Male",54,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,23,"BUDDHIST","0","Ever Married","2","0"
"1674",270,7,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",2,0,"BUDDHIST","Janajati","YES","None",0.314366060831253,"50+","Male",54,"YES","YES","YES","YES","YES","YES","YES","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,22,"BUDDHIST","1","Ever Married","2","0"
"1675",270,8,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",1,1,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.314366060831253,"25-49","Male",35,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.319079549748109,28,"HINDU","0","Ever Married","1","1"
"1676",270,9,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",1,0,"HINDU","Dalits","YES","Secondary (Gr 9-12)",0.314366060831253,"20-24","Male",24,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.319079549748109,22,"HINDU","0","Ever Married","1","0"
"1677",271,1,"RURAL","GANDAKI PROVINCE",3,"Gandaki province Rural","Fourth",1,3,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",37,"NO","NO","NO","YES","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,37,"HINDU","1","Ever Married","1","3"
"1678",271,1,"RURAL","GANDAKI PROVINCE",3,"Gandaki province Rural","Fourth",1,3,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",37,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,24,"HINDU","1","Ever Married","1","3"
"1679",271,1,"RURAL","GANDAKI PROVINCE",3,"Gandaki province Rural","Fourth",1,3,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",37,"NO","NO","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.292922905176166,15,"HINDU",NA,"Never Married","1","3"
"1680",271,10,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",1,0,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.288595805968049,"50+","Male",62,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Higher",0.292922905176166,27,"HINDU","0","Ever Married","1","0"
"1681",271,12,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",1,1,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",36,"NO","NO","NO","YES","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,32,"HINDU","1","Ever Married","1","1"
"1682",271,13,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",1,1,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Female",26,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",2,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,26,"HINDU","2","Ever Married","1","1"
"1683",271,16,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",0,0,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.05016807171707,"25-49","Male",43,"NO","YES","NO","YES","YES","NO","NO","YES","40-44","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",1.0659139049466,42,"HINDU",NA,"Ever Married","0","0"
"1684",271,18,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",0,0,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.05016807171707,"50+","Male",51,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",1.0659139049466,48,"HINDU",NA,"Ever Married","0","0"
"1685",271,2,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",1,1,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.288595805968049,"25-49","Female",34,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.292922905176166,34,"HINDU","2","Ever Married","1","1"
"1686",271,21,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",0,2,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.05016807171707,"25-49","Male",40,"NO","YES","NO","YES","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Higher",1.0659139049466,33,"HINDU","1","Ever Married","0","2"
"1687",271,23,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,0,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.05016807171707,"50+","Male",50,"NO","YES","NO","YES","NO","NO","NO","YES","45-49","COMPLETED",NA,"Currently married/in union","None",1.0659139049466,48,"HINDU",NA,"Ever Married","0","0"
"1688",271,24,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,1,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",1.05016807171707,"50+","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","45-49","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",1.0659139049466,45,"HINDU","0","Ever Married","0","1"
"1689",271,3,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",0,2,"HINDU","Brahman/Chhetri","YES","Higher",0.288595805968049,"25-49","Female",33,"NO","NO","NO","YES","YES","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Higher",0.292922905176166,33,"HINDU","1","Ever Married","0","2"
"1690",271,4,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Richest",1,1,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",31,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,27,"HINDU","1","Ever Married","1","1"
"1691",271,5,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",2,0,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",31,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,25,"HINDU","1","Ever Married","2","0"
"1692",271,6,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Middle",1,1,"HINDU","Dalits","YES","Secondary (Gr 9-12)",0.288595805968049,"25-49","Male",30,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.292922905176166,15,"HINDU",NA,"Never Married","1","1"
"1693",271,7,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",1,0,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.288595805968049,"50+","Male",54,"NO","NO","NO","YES","NO","NO","NO","YES","45-49","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.292922905176166,48,"HINDU","0","Ever Married","1","0"
"1694",271,7,"RURAL","GANDAKI PROVINCE",2,"Gandaki province Rural","Fourth",1,0,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.288595805968049,"50+","Male",54,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,21,"HINDU","1","Ever Married","1","0"
"1695",271,9,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",0,0,"HINDU","Brahman/Chhetri","YES","None",0.288595805968049,"50+","Male",54,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",0.292922905176166,23,"HINDU",NA,"Ever Married","0","0"
"1696",272,1,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",1,1,"HINDU","Dalits","YES","None",0.283348609495903,"25-49","Female",38,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.287597034172963,38,"HINDU","1","Ever Married","1","1"
"1697",272,11,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",1,0,"HINDU","Dalits","NO","Secondary (Gr 9-12)",0.283348609495903,"25-49","Female",31,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.287597034172963,31,"HINDU","1","Ever Married","1","0"
"1698",272,14,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",0,1,"BUDDHIST","Janajati","YES","Secondary (Gr 9-12)",0.910763387665403,"25-49","Male",42,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",0,"Formerly married/in union","Basic (Gr 1-8)",0.924419038413094,39,"BUDDHIST","0","Ever Married","0","1"
"1699",272,15,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,0,"BUDDHIST","Janajati","YES","Secondary (Gr 9-12)",0.910763387665403,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",0.924419038413094,34,"BUDDHIST",NA,"Ever Married","0","0"
"1700",272,16,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,0,"BUDDHIST","Janajati","YES","Basic (Gr 1-8)",0.910763387665403,"50+","Male",74,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",NA,"Never married/in union","None",0.924419038413094,47,"BUDDHIST",NA,"Never Married","0","0"
"1701",272,17,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Middle",0,0,"BUDDHIST","Janajati","YES","None",0.910763387665403,"50+","Male",60,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",0,"Currently married/in union","None",0.924419038413094,48,"BUDDHIST","0","Ever Married","0","0"
"1702",272,19,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,0,"BUDDHIST","Janajati","YES","Secondary (Gr 9-12)",0.910763387665403,"25-49","Female",38,"YES","YES","YES","YES","YES","YES","YES","YES","35-39","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",0.924419038413094,38,"BUDDHIST",NA,"Ever Married","0","0"
"1703",272,2,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",1,0,"BUDDHIST","Janajati","YES","None",0.283348609495903,"50+","Female",72,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.287597034172963,21,"BUDDHIST","1","Ever Married","1","0"
"1704",272,23,"RURAL","GANDAKI PROVINCE",1,"Gandaki province Rural","Fourth",0,0,"BUDDHIST","Janajati","YES","None",0.910763387665403,"50+","Male",60,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",0.924419038413094,29,"BUDDHIST",NA,"Ever Married","0","0"
