"","HH1","HH2","HH6","HH7","HH49","stratum","windex5r","HH51","HH52","HC1A","EthnicityGroup","HC15","helevel1","hhweight","HHAGEx","HHSEX","HHAGE","UN16AA","UN16AB","UN16AC","UN16AD","UN16AE","UN16AF","UN16AG","UN16AH","WAGE","WM17","CM4","MSTATUS","welevel1","wmweight","WB4","HC1A_combined","CM4_grouped","MSTATUS_grouped","HH51_grouped","HH52_grouped"
"247",107,21,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",0,2,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.953639129724537,"25-49","Male",40,"NO","NO","NO","NO","NO","NO","NO","NO","35-39","COMPLETED",1,"Currently married/in union","None",0.961890438665911,39,"HINDU","1","Ever Married","0","2"
"248",107,22,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",0,3,"HINDU","Tarai or Madhesi Other Castes","YES","Secondary (Gr 9-12)",0.953639129724537,"25-49","Male",40,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.961890438665911,29,"HINDU","1","Ever Married","0","3"
"249",107,23,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",1,2,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.953639129724537,"25-49","Male",49,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.961890438665911,21,"HINDU","0","Ever Married","1","2"
"250",107,24,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",0,4,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.953639129724537,"50 plus","Male",73,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.961890438665911,33,"HINDU","2","Ever Married","0","more than 4"
"251",107,24,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",0,4,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.953639129724537,"50 plus","Male",73,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.961890438665911,16,"HINDU",NA,"Never Married","0","more than 4"
"252",107,25,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,3,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.953639129724537,"25-49","Male",38,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.961890438665911,35,"HINDU","1","Ever Married","0","3"
"253",107,25,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,3,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.953639129724537,"25-49","Male",38,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.961890438665911,16,"HINDU",NA,"Never Married","0","3"
"254",107,3,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Second",0,4,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.525080654423227,"50 plus","Male",54,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.529623885257344,17,"HINDU",NA,"Never Married","0","more than 4"
"255",107,4,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",1,3,"HINDU","Tarai or Madhesi Other Castes","YES","Secondary (Gr 9-12)",0.525080654423227,"50 plus","Male",57,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.529623885257344,20,"HINDU","0","Ever Married","1","3"
"256",107,7,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",2,1,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.525080654423227,"50 plus","Male",59,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.529623885257344,18,"HINDU",NA,"Never Married","2","1"
"257",107,7,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",2,1,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.525080654423227,"50 plus","Male",59,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.529623885257344,25,"HINDU","1","Ever Married","2","1"
"258",107,8,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",3,0,"HINDU","Tarai or Madhesi Other Castes","YES","Secondary (Gr 9-12)",0.525080654423227,"50 plus","Male",58,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.529623885257344,25,"HINDU","1","Ever Married","more than 3","0"
"259",107,8,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",3,0,"HINDU","Tarai or Madhesi Other Castes","YES","Secondary (Gr 9-12)",0.525080654423227,"50 plus","Male",58,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Currently married/in union","Higher",0.529623885257344,20,"HINDU",NA,"Ever Married","more than 3","0"
"260",107,9,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Richest",2,4,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.525080654423227,"25-49","Male",48,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",0,"Currently married/in union","None",0.529623885257344,45,"HINDU","0","Ever Married","2","more than 4"
"261",107,9,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Richest",2,4,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.525080654423227,"25-49","Male",48,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",3,"Currently married/in union","Basic (Gr 1-8)",0.529623885257344,36,"HINDU","More than 2","Ever Married","2","more than 4"
"262",107,9,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Richest",2,4,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.525080654423227,"25-49","Male",48,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.529623885257344,21,"HINDU","1","Ever Married","2","more than 4"
"263",11,11,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,1,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",0.493082086782229,"50 plus","Male",68,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.498936135362398,26,"HINDU","0","Ever Married","0","1"
"264",11,18,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"HINDU","Janajati","YES","Secondary (Gr 9-12)",0.801258391021122,"25-49","Female",35,"NO","NO","NO","YES","NO","NO","NO","YES","35-39","COMPLETED",2,"Formerly married/in union","Secondary (Gr 9-12)",0.810771219963898,35,"HINDU","2","Ever Married","0","2"
"265",11,19,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,0,"HINDU","Brahman or Chhetri","YES","Secondary (Gr 9-12)",0.801258391021122,"25-49","Male",39,"NO","NO","NO","YES","NO","NO","YES","YES","30-34","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",0.810771219963898,33,"HINDU",NA,"Ever Married","0","0"
"266",11,21,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,3,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",0.801258391021122,"25-49","Male",43,"NO","NO","NO","YES","NO","NO","YES","YES","40-44","COMPLETED",3,"Currently married/in union","None",0.810771219963898,42,"HINDU","More than 2","Ever Married","0","3"
"267",11,21,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,3,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",0.801258391021122,"25-49","Male",43,"NO","NO","NO","YES","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.810771219963898,17,"HINDU",NA,"Never Married","0","3"
"268",11,22,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",0,2,"HINDU","Brahman or Chhetri","YES","Secondary (Gr 9-12)",0.801258391021122,"50 plus","Male",64,"NO","NO","NO","YES","NO","NO","YES","YES","35-39","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.810771219963898,36,"HINDU","0","Ever Married","0","2"
"269",11,23,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,3,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.801258391021122,"25-49","Male",49,"NO","NO","NO","YES","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.810771219963898,19,"HINDU",NA,"Never Married","0","3"
"270",11,23,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,3,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.801258391021122,"25-49","Male",49,"NO","NO","NO","YES","NO","NO","YES","YES","40-44","COMPLETED",2,"Currently married/in union","Secondary (Gr 9-12)",0.810771219963898,40,"HINDU","2","Ever Married","0","3"
"271",11,24,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",0,3,"HINDU","Brahman or Chhetri","YES","None",0.801258391021122,"50 plus","Male",72,"NO","NO","NO","YES","NO","NO","YES","NO","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.810771219963898,26,"HINDU","0","Ever Married","0","3"
"272",11,4,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",2,1,"HINDU","Janajati","YES","None",0.493082086782229,"50 plus","Male",54,"NO","NO","NO","NO","NO","NO","NO","NO","20-24","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.498936135362398,23,"HINDU","1","Ever Married","2","1"
"273",11,6,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",1,0,"HINDU","Brahman or Chhetri","YES","Secondary (Gr 9-12)",0.493082086782229,"50 plus","Male",56,"NO","YES","NO","YES","NO","NO","YES","YES","45-49","COMPLETED",0,"Currently married/in union","None",0.498936135362398,48,"HINDU","0","Ever Married","1","0"
"274",11,6,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",1,0,"HINDU","Brahman or Chhetri","YES","Secondary (Gr 9-12)",0.493082086782229,"50 plus","Male",56,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",1,"Currently married/in union","Higher",0.498936135362398,25,"HINDU","1","Ever Married","1","0"
"275",11,7,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",0,2,"HINDU","Brahman or Chhetri","YES","Secondary (Gr 9-12)",0.493082086782229,"25-49","Female",37,"NO","NO","NO","NO","NO","NO","YES","YES","35-39","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.498936135362398,37,"HINDU","0","Ever Married","0","2"
"276",11,8,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,1,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",0.493082086782229,"50 plus","Male",66,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",2,"Currently married/in union","Secondary (Gr 9-12)",0.498936135362398,27,"HINDU","2","Ever Married","1","1"
"277",11,9,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,0,"HINDU","Brahman or Chhetri","YES","None",0.493082086782229,"50 plus","Male",57,"NO","NO","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.498936135362398,22,"HINDU","0","Ever Married","1","0"
"278",12,1,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"HINDU","Dalits","YES","None",0.559483807802235,"50 plus","Male",70,"NO","NO","NO","YES","NO","NO","YES","YES","30-34","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.566126201591202,30,"HINDU","2","Ever Married","0","2"
"279",12,11,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"HINDU","Dalits","YES","None",0.559483807802235,"50 plus","Female",55,"NO","NO","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.566126201591202,23,"HINDU","1","Ever Married","1","1"
"280",12,12,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",1,0,"HINDU","Dalits","YES","None",0.559483807802235,"50 plus","Male",75,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.566126201591202,27,"HINDU","1","Ever Married","1","0"
"281",12,12,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",1,0,"HINDU","Dalits","YES","None",0.559483807802235,"50 plus","Male",75,"NO","NO","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.566126201591202,22,"HINDU",NA,"Never Married","1","0"
"282",12,13,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,4,"HINDU","Janajati","NO","Secondary (Gr 9-12)",0.559483807802235,"50 plus","Male",51,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",2,"Currently married/in union","None",0.566126201591202,46,"HINDU","2","Ever Married","1","more than 4"
"283",12,14,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,1,"HINDU","Dalits","YES","Basic (Gr 1-8)",1.05409992774334,"25-49","Male",42,"NO","NO","NO","NO","NO","NO","YES","YES","35-39","COMPLETED",0,"Currently married/in union","None",1.06661458270806,35,"HINDU","0","Ever Married","0","1"
"284",12,18,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",0,1,"HINDU","Dalits","YES","None",1.05409992774334,"50 plus","Male",62,"NO","YES","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",1.06661458270806,16,"HINDU",NA,"Never Married","0","1"
"285",12,2,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"HINDU","Dalits","NO","Secondary (Gr 9-12)",0.559483807802235,"25-49","Male",27,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.566126201591202,26,"HINDU","0","Ever Married","1","1"
"286",12,22,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",0,3,"HINDU","Janajati","NO","Secondary (Gr 9-12)",1.05409992774334,"25-49","Male",39,"NO","NO","NO","NO","NO","NO","NO","NO","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.06661458270806,36,"HINDU","1","Ever Married","0","3"
"287",12,25,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",0,3,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.05409992774334,"25-49","Male",41,"NO","NO","NO","NO","NO","NO","YES","YES","35-39","COMPLETED",3,"Currently married/in union","None",1.06661458270806,39,"HINDU","More than 2","Ever Married","0","3"
"288",12,25,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",0,3,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.05409992774334,"25-49","Male",41,"NO","NO","NO","NO","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.06661458270806,15,"HINDU",NA,"Never Married","0","3"
"289",12,3,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Middle",1,0,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.559483807802235,"50 plus","Male",56,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.566126201591202,24,"HINDU","0","Ever Married","1","0"
"290",12,6,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"HINDU","Dalits","NO","Basic (Gr 1-8)",0.559483807802235,"25-49","Male",33,"NO","NO","NO","YES","NO","NO","YES","YES","30-34","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.566126201591202,31,"HINDU","1","Ever Married","1","1"
"291",12,7,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",1,0,"BUDDHIST","Janajati","YES","Basic (Gr 1-8)",0.559483807802235,"50 plus","Male",56,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.566126201591202,33,"BUDDHIST",NA,"Never Married","1","0"
"292",12,7,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",1,0,"BUDDHIST","Janajati","YES","Basic (Gr 1-8)",0.559483807802235,"50 plus","Male",56,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.566126201591202,20,"BUDDHIST","1","Ever Married","1","0"
"293",12,8,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"KIRAT","Janajati","YES","Secondary (Gr 9-12)",0.559483807802235,"25-49","Male",31,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.566126201591202,26,"OTHER","0","Ever Married","1","1"
"294",13,10,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",2,2,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Male",65,"NO","NO","NO","YES","NO","NO","YES","YES","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.01851790391221,38,"HINDU","1","Ever Married","2","2"
"295",13,11,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",2,0,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",1.00656757025889,"50 plus","Male",58,"NO","NO","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",1.01851790391221,23,"HINDU","0","Ever Married","2","0"
"296",13,12,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,0,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Female",61,"NO","NO","NO","NO","NO","NO","YES","YES","25-29","COMPLETED",1,"Currently married/in union","None",1.01851790391221,26,"HINDU","1","Ever Married","1","0"
"297",13,13,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",1,0,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Male",67,"NO","YES","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",1.01851790391221,21,"HINDU","0","Ever Married","1","0"
"298",13,13,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",1,0,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Male",67,"NO","NO","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.01851790391221,23,"HINDU",NA,"Never Married","1","0"
"299",13,15,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"HINDU","Brahman or Chhetri","YES","None",1.0904482011138,"25-49","Female",47,"NO","NO","NO","YES","NO","NO","YES","YES","45-49","COMPLETED",1,"Currently married/in union","None",1.10339439590489,47,"HINDU","1","Ever Married","0","2"
"300",13,16,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Poorest",0,0,"HINDU","Brahman or Chhetri","NO","None",1.0904482011138,"50 plus","Female",51,"NO","NO","NO","YES","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.10339439590489,18,"HINDU",NA,"Never Married","0","0"
"301",13,16,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Poorest",0,0,"HINDU","Brahman or Chhetri","NO","None",1.0904482011138,"50 plus","Female",51,"NO","NO","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.10339439590489,19,"HINDU",NA,"Never Married","0","0"
"302",13,16,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Poorest",0,0,"HINDU","Brahman or Chhetri","NO","None",1.0904482011138,"50 plus","Female",51,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.10339439590489,25,"HINDU",NA,"Never Married","0","0"
"303",13,17,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,4,"HINDU","Brahman or Chhetri","YES","None",1.0904482011138,"50 plus","Male",52,"NO","NO","NO","YES","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",1.10339439590489,15,"HINDU",NA,"Never Married","0","more than 4"
"304",13,18,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,3,"HINDU","Brahman or Chhetri","YES","None",1.0904482011138,"25-49","Female",30,"NO","NO","NO","YES","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",1.10339439590489,15,"HINDU",NA,"Never Married","0","3"
"305",13,18,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,3,"HINDU","Brahman or Chhetri","YES","None",1.0904482011138,"25-49","Female",30,"NO","NO","NO","YES","NO","NO","YES","YES","30-34","COMPLETED",2,"Currently married/in union","None",1.10339439590489,30,"HINDU","2","Ever Married","0","3"
"306",13,2,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",2,0,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Female",71,"NO","NO","NO","YES","NO","NO","YES","YES","20-24","COMPLETED",1,"Currently married/in union","None",1.01851790391221,23,"HINDU","1","Ever Married","2","0"
"307",13,22,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"HINDU","Brahman or Chhetri","YES","None",1.0904482011138,"25-49","Male",47,"NO","YES","NO","YES","NO","NO","NO","YES","40-44","COMPLETED",1,"Currently married/in union","None",1.10339439590489,44,"HINDU","1","Ever Married","0","2"
"308",13,25,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,0,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",1.0904482011138,"25-49","Female",29,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",NA,"Currently married/in union","Basic (Gr 1-8)",1.10339439590489,29,"HINDU",NA,"Ever Married","0","0"
"309",13,3,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,1,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.00656757025889,"25-49","Male",32,"NO","NO","NO","NO","NO","NO","YES","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",1.01851790391221,29,"HINDU","1","Ever Married","1","1"
"310",13,4,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",2,1,"HINDU","Dalits","YES","None",1.00656757025889,"50 plus","Male",69,"NO","NO","NO","YES","NO","NO","YES","YES","15-19","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.01851790391221,19,"HINDU","1","Ever Married","2","1"
"311",13,5,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,1,"HINDU","Dalits","YES","Basic (Gr 1-8)",1.00656757025889,"50 plus","Male",63,"NO","NO","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",1,"Currently married/in union","None",1.01851790391221,25,"HINDU","1","Ever Married","1","1"
"312",13,6,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",2,2,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Male",66,"NO","YES","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.01851790391221,28,"HINDU","1","Ever Married","2","2"
"313",13,7,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,1,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.00656757025889,"25-49","Female",30,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",1.01851790391221,30,"HINDU","0","Ever Married","0","1"
"314",13,8,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",1,2,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Male",54,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.01851790391221,22,"HINDU",NA,"Never Married","1","2"
"315",13,8,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",1,2,"HINDU","Brahman or Chhetri","YES","None",1.00656757025889,"50 plus","Male",54,"NO","YES","NO","YES","NO","NO","YES","YES","30-34","COMPLETED",0,"Currently married/in union","None",1.01851790391221,30,"HINDU","0","Ever Married","1","2"
"316",13,9,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"HINDU","Brahman or Chhetri","YES","Basic (Gr 1-8)",1.00656757025889,"50 plus","Male",57,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",1.01851790391221,25,"HINDU","1","Ever Married","1","1"
"317",14,1,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",0,4,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.444602587493556,"25-49","Male",33,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",3,"Currently married/in union","Basic (Gr 1-8)",0.449881069952818,33,"HINDU","More than 2","Ever Married","0","more than 4"
"318",14,10,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Richest",1,0,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.444602587493556,"50 plus","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.449881069952818,21,"HINDU","0","Ever Married","1","0"
"319",14,11,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Middle",1,0,"HINDU","Brahman or Chhetri","YES","None",0.444602587493556,"50 plus","Female",76,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",0,"Formerly married/in union","None",0.449881069952818,47,"HINDU","0","Ever Married","1","0"
"320",14,14,"RURAL","PROVINCE NO. 1",4,"Province 1 Rural","Second",1,1,"HINDU","Janajati","YES","None",1.35361046393512,"25-49","Female",39,"NO","NO","NO","NO","NO","NO","YES","YES","35-39","COMPLETED",3,"Currently married/in union","None",1.36968101613509,39,"HINDU","More than 2","Ever Married","1","1"
"321",14,14,"RURAL","PROVINCE NO. 1",4,"Province 1 Rural","Second",1,1,"HINDU","Janajati","YES","None",1.35361046393512,"25-49","Female",39,"NO","NO","NO","NO","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.36968101613509,18,"HINDU",NA,"Never Married","1","1"
"322",14,14,"RURAL","PROVINCE NO. 1",4,"Province 1 Rural","Second",1,1,"HINDU","Janajati","YES","None",1.35361046393512,"25-49","Female",39,"NO","NO","NO","NO","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.36968101613509,16,"HINDU",NA,"Never Married","1","1"
"323",14,14,"RURAL","PROVINCE NO. 1",4,"Province 1 Rural","Second",1,1,"HINDU","Janajati","YES","None",1.35361046393512,"25-49","Female",39,"NO","NO","NO","NO","NO","NO","YES","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.36968101613509,18,"HINDU",NA,"Never Married","1","1"
