"","HH1","HH2","HH6","HH7","HH51","HH52","HC1A","HC2","HC15","HHSEX","HHAGE","helevel1","hhweight","windex5r","PSU","stratum","UN16AA","UN16AB","UN16AC","UN16AD","UN16AE","UN16AF","UN16AG","UN16AH","WAGE","WM17","MSTATUS","welevel1","wmweight","CM4","Ethnicity","HH51_grouped","HH52_grouped","HHAGEx"
"497",157,14,"RURAL","PROVINCE NO. 3",0,1,"HINDU","Pahari","YES","Male",34,"Secondary (Gr 9-12)",1.38579904842435,"Richest",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.40956056628927,0,"Janajati","0","1","30 to 34"
"498",157,17,"RURAL","PROVINCE NO. 3",1,3,"HINDU","Pahari","YES","Male",40,"Basic (Gr 1-8)",1.38579904842435,"Middle",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",1.40956056628927,4,"Janajati","1","3 and more","40 to 44"
"499",157,18,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Pahari","YES","Female",48,"None",1.38579904842435,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.40956056628927,NA,"Janajati","1","1","45 to 49"
"500",157,19,"RURAL","PROVINCE NO. 3",0,0,"HINDU","Pahari","YES","Male",26,"Secondary (Gr 9-12)",1.38579904842435,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.40956056628927,NA,"Janajati","0","0","25 to 29"
"501",157,2,"RURAL","PROVINCE NO. 3",1,0,"HINDU","Pahari","YES","Male",65,"None",0.285311568793248,"Middle",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.290203646000731,1,"Janajati","1","0","60 to 69"
"502",157,20,"RURAL","PROVINCE NO. 3",0,1,"HINDU","Pahari","YES","Male",42,"None",1.38579904842435,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Basic (Gr 1-8)",1.40956056628927,0,"Janajati","0","1","40 to 44"
"503",157,21,"RURAL","PROVINCE NO. 3",0,3,"HINDU","Pahari","YES","Female",37,"Basic (Gr 1-8)",1.38579904842435,"Middle",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Basic (Gr 1-8)",1.40956056628927,0,"Janajati","0","3 and more","35 to 39"
"504",157,22,"RURAL","PROVINCE NO. 3",0,3,"HINDU","Pahari","YES","Male",56,"None",1.38579904842435,"Middle",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",1.40956056628927,2,"Janajati","0","3 and more","50 to 59"
"505",157,23,"RURAL","PROVINCE NO. 3",0,2,"HINDU","Pahari","YES","Female",36,"None",1.38579904842435,"Richest",157,"Bagmati province Rural",0,0,0,0,0,0,1,1,"35-39","COMPLETED","Ever Married","None",1.40956056628927,0,"Janajati","0","2","35 to 39"
"506",157,24,"RURAL","PROVINCE NO. 3",0,0,"HINDU","Pahari","YES","Female",42,"None",1.38579904842435,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,0,0,"40-44","COMPLETED","Ever Married","None",1.40956056628927,NA,"Janajati","0","0","40 to 44"
"507",157,25,"RURAL","PROVINCE NO. 3",0,0,"HINDU","Kami","YES","Female",52,"None",1.38579904842435,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Never Married","Basic (Gr 1-8)",1.40956056628927,NA,"Dalits","0","0","50 to 59"
"508",157,3,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Pahari","YES","Female",34,"Basic (Gr 1-8)",0.285311568793248,"Middle",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","Basic (Gr 1-8)",0.290203646000731,2,"Janajati","1","1","30 to 34"
"509",157,4,"RURAL","PROVINCE NO. 3",1,2,"HINDU","Pahari","YES","Male",26,"None",0.285311568793248,"Second",157,"Bagmati province Rural",0,0,0,0,0,0,1,1,"25-29","COMPLETED","Ever Married","None",0.290203646000731,3,"Janajati","1","2","25 to 29"
"510",157,5,"RURAL","PROVINCE NO. 3",1,2,"HINDU","Pahari","YES","Male",42,"None",0.285311568793248,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",0.290203646000731,1,"Janajati","1","2","40 to 44"
"511",157,6,"RURAL","PROVINCE NO. 3",0,2,"HINDU","Pahari","YES","Female",32,"None",0.285311568793248,"Richest",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.290203646000731,1,"Janajati","0","2","30 to 34"
"512",157,7,"RURAL","PROVINCE NO. 3",0,2,"HINDU","Pahari","YES","Female",55,"None",0.285311568793248,"Middle",157,"Bagmati province Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.290203646000731,NA,"Janajati","0","2","50 to 59"
"513",157,8,"RURAL","PROVINCE NO. 3",2,0,"HINDU","Pahari","YES","Female",22,"Basic (Gr 1-8)",0.285311568793248,"Fourth",157,"Bagmati province Rural",0,0,0,0,0,0,1,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.290203646000731,0,"Janajati","2","0","15 to 24"
"514",157,9,"RURAL","PROVINCE NO. 3",0,1,"HINDU","Pahari","YES","Male",48,"None",0.285311568793248,"Middle",157,"Bagmati province Rural",1,1,1,1,1,1,1,1,"40-44","COMPLETED","Ever Married","None",0.290203646000731,0,"Janajati","0","1","45 to 49"
"515",158,1,"RURAL","PROVINCE NO. 3",1,5,"BUDDHIST","Tamang","YES","Female",33,"Basic (Gr 1-8)",0.266541070846324,"Poorest",158,"Bagmati province Rural",0,0,0,0,0,0,0,0,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.271111300869104,NA,"Janajati","1","3 and more","30 to 34"
"516",158,12,"RURAL","PROVINCE NO. 3",0,0,"BUDDHIST","Tamang","YES","Male",38,"Basic (Gr 1-8)",0.429427280807966,"Second",158,"Bagmati province Rural",0,1,0,1,0,0,0,1,"30-34","COMPLETED","Ever Married","Basic (Gr 1-8)",0.436790429178001,NA,"Janajati","0","0","35 to 39"
"517",158,15,"RURAL","PROVINCE NO. 3",0,0,"CHRISTIAN","Tamang","NO","Male",53,"None",0.429427280807966,"Second",158,"Bagmati province Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",0.436790429178001,NA,"Janajati","0","0","50 to 59"
"518",158,18,"RURAL","PROVINCE NO. 3",0,0,"BUDDHIST","Tamang","YES","Male",47,"Basic (Gr 1-8)",0.429427280807966,"Second",158,"Bagmati province Rural",0,0,0,0,0,0,0,0,"45-49","COMPLETED","Ever Married","None",0.436790429178001,NA,"Janajati","0","0","45 to 49"
"519",158,2,"RURAL","PROVINCE NO. 3",0,0,"BUDDHIST","Tamang","YES","Male",21,"Secondary (Gr 9-12)",0.266541070846324,"Middle",158,"Bagmati province Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Higher",0.271111300869104,NA,"Janajati","0","0","15 to 24"
"520",158,22,"RURAL","PROVINCE NO. 3",1,1,"BUDDHIST","Tamang","YES","Male",62,"None",0.429427280807966,"Fourth",158,"Bagmati province Rural",0,0,0,0,0,0,0,0,"15-19","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.436790429178001,1,"Janajati","1","1","60 to 69"
"521",158,23,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Tamang","YES","Female",26,"Secondary (Gr 9-12)",0.429427280807966,"Richest",158,"Bagmati province Rural",0,0,0,0,0,0,0,0,"25-29","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.436790429178001,0,"Janajati","1","0","25 to 29"
"522",158,24,"RURAL","PROVINCE NO. 3",0,0,"CHRISTIAN","Tamang","YES","Female",23,"Secondary (Gr 9-12)",0.429427280807966,"Second",158,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Never Married","Secondary (Gr 9-12)",0.436790429178001,NA,"Janajati","0","0","15 to 24"
"523",158,25,"RURAL","PROVINCE NO. 3",0,2,"BUDDHIST","Tamang","YES","Female",49,"None",0.429427280807966,"Second",158,"Bagmati province Rural",0,1,0,1,0,0,0,1,"45-49","COMPLETED","Ever Married","None",0.436790429178001,1,"Janajati","0","2","45 to 49"
"524",158,3,"RURAL","PROVINCE NO. 3",1,1,"BUDDHIST","Tamang","YES","Female",31,"None",0.266541070846324,"Poorest",158,"Bagmati province Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.271111300869104,1,"Janajati","1","1","30 to 34"
"525",158,5,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Tamang","YES","Male",39,"None",0.266541070846324,"Second",158,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",0.271111300869104,0,"Janajati","1","0","35 to 39"
"526",158,6,"RURAL","PROVINCE NO. 3",1,1,"BUDDHIST","Tamang","YES","Male",26,"Secondary (Gr 9-12)",0.266541070846324,"Second",158,"Bagmati province Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Higher",0.271111300869104,2,"Janajati","1","1","25 to 29"
"527",158,7,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Tamang","YES","Female",31,"None",0.266541070846324,"Second",158,"Bagmati province Rural",0,0,0,0,0,0,0,0,"30-34","COMPLETED","Ever Married","None",0.271111300869104,0,"Janajati","1","0","30 to 34"
"528",159,1,"RURAL","PROVINCE NO. 3",2,1,"BUDDHIST","Tamang","NO","Male",53,"None",0.529402087460055,"Poorest",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"30-34","COMPLETED","Ever Married","None",0.538479447682817,2,"Janajati","2","1","50 to 59"
"529",159,10,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Tamang","YES","Female",72,"None",0.529402087460055,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"25-29","COMPLETED","Ever Married","None",0.538479447682817,1,"Janajati","1","0","70 plus"
"530",159,12,"RURAL","PROVINCE NO. 3",2,1,"BUDDHIST","Tamang","YES","Male",71,"None",0.529402087460055,"Second",159,"Bagmati province Rural",0,0,0,0,1,0,0,1,"20-24","COMPLETED","Ever Married","None",0.538479447682817,2,"Janajati","2","1","70 plus"
"531",159,13,"RURAL","PROVINCE NO. 3",3,1,"BUDDHIST","Tamang","NO","Male",85,"None",0.529402087460055,"Poorest",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"25-29","COMPLETED","Ever Married","None",0.538479447682817,2,"Janajati","3 and more","1","70 plus"
"532",159,14,"RURAL","PROVINCE NO. 3",0,1,"BUDDHIST","Tamang","NO","Male",50,"None",0.995542290255072,"Poorest",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"40-44","COMPLETED","Ever Married","None",1.01261229469913,1,"Janajati","0","1","50 to 59"
"533",159,17,"RURAL","PROVINCE NO. 3",0,1,"BUDDHIST","Tamang","YES","Male",44,"None",0.995542290255072,"Poorest",159,"Bagmati province Rural",0,0,0,0,1,0,0,1,"40-44","COMPLETED","Ever Married","None",1.01261229469913,1,"Janajati","0","1","40 to 44"
"534",159,17,"RURAL","PROVINCE NO. 3",0,1,"BUDDHIST","Tamang","YES","Male",44,"None",0.995542290255072,"Poorest",159,"Bagmati province Rural",0,0,0,0,1,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",1.01261229469913,NA,"Janajati","0","1","40 to 44"
"535",159,18,"RURAL","PROVINCE NO. 3",2,0,"BUDDHIST","Tamang","YES","Male",23,"None",0.995542290255072,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"30-34","COMPLETED","Ever Married","None",1.01261229469913,2,"Janajati","2","0","15 to 24"
"536",159,2,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Tamang","YES","Male",23,"Basic (Gr 1-8)",0.529402087460055,"Middle",159,"Bagmati province Rural",0,0,0,1,0,0,0,1,"15-19","COMPLETED","Ever Married","None",0.538479447682817,1,"Janajati","1","0","15 to 24"
"537",159,21,"RURAL","PROVINCE NO. 3",0,1,"BUDDHIST","Tamang","YES","Male",42,"Basic (Gr 1-8)",0.995542290255072,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",1.01261229469913,0,"Janajati","0","1","40 to 44"
"538",159,21,"RURAL","PROVINCE NO. 3",0,1,"BUDDHIST","Tamang","YES","Male",42,"Basic (Gr 1-8)",0.995542290255072,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"20-24","COMPLETED","Ever Married","None",1.01261229469913,NA,"Janajati","0","1","40 to 44"
"539",159,22,"RURAL","PROVINCE NO. 3",0,2,"BUDDHIST","Tamang","YES","Female",19,"Basic (Gr 1-8)",0.995542290255072,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",1.01261229469913,NA,"Janajati","0","2","15 to 24"
"540",159,22,"RURAL","PROVINCE NO. 3",0,2,"BUDDHIST","Tamang","YES","Female",19,"Basic (Gr 1-8)",0.995542290255072,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",1.01261229469913,NA,"Janajati","0","2","15 to 24"
"541",159,7,"RURAL","PROVINCE NO. 3",2,1,"BUDDHIST","Tamang","YES","Male",38,"None",0.529402087460055,"Second",159,"Bagmati province Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",0.538479447682817,1,"Janajati","2","1","35 to 39"
"542",159,8,"RURAL","PROVINCE NO. 3",2,3,"BUDDHIST","Tamang","NO","Male",48,"Basic (Gr 1-8)",0.529402087460055,"Poorest",159,"Bagmati province Rural",0,0,0,0,0,0,0,0,"35-39","COMPLETED","Ever Married","None",0.538479447682817,3,"Janajati","2","3 and more","45 to 49"
"543",159,9,"RURAL","PROVINCE NO. 3",2,0,"BUDDHIST","Tamang","YES","Male",35,"Basic (Gr 1-8)",0.529402087460055,"Second",159,"Bagmati province Rural",0,1,0,1,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.538479447682817,1,"Janajati","2","0","35 to 39"
"544",16,10,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Limbu","YES","Male",44,"Basic (Gr 1-8)",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.598020635483664,3,"Janajati","0","3 and more","40 to 44"
"545",16,10,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Limbu","YES","Male",44,"Basic (Gr 1-8)",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.598020635483664,NA,"Janajati","0","3 and more","40 to 44"
"546",16,10,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Limbu","YES","Male",44,"Basic (Gr 1-8)",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.598020635483664,NA,"Janajati","0","3 and more","40 to 44"
"547",16,11,"RURAL","PROVINCE NO. 1",1,1,"HINDU","Limbu","YES","Male",70,"None",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.598020635483664,2,"Janajati","1","1","70 plus"
"548",16,13,"RURAL","PROVINCE NO. 1",0,0,"HINDU","Brahman - Hill","YES","Male",63,"Basic (Gr 1-8)",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"45-49","COMPLETED","Ever Married","Basic (Gr 1-8)",0.598020635483664,0,"Brahman or Chhetri","0","0","60 to 69"
"549",16,14,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Dalit Others","YES","Male",59,"Secondary (Gr 9-12)",1.19699727710291,"Fourth",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.21120846099771,0,"Dalits","0","2","50 to 59"
"550",16,16,"RURAL","PROVINCE NO. 1",0,0,"HINDU","Brahman - Hill","YES","Male",42,"Higher",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"35-39","COMPLETED","Ever Married","Higher",1.21120846099771,NA,"Brahman or Chhetri","0","0","40 to 44"
"551",16,17,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Brahman - Hill","YES","Male",48,"Secondary (Gr 9-12)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"40-44","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.21120846099771,1,"Brahman or Chhetri","0","2","45 to 49"
"552",16,17,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Brahman - Hill","YES","Male",48,"Secondary (Gr 9-12)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Brahman or Chhetri","0","2","45 to 49"
"553",16,19,"RURAL","PROVINCE NO. 1",0,1,"HINDU","Limbu","YES","Female",42,"Basic (Gr 1-8)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","Basic (Gr 1-8)",1.21120846099771,1,"Janajati","0","1","40 to 44"
"554",16,2,"RURAL","PROVINCE NO. 1",1,2,"HINDU","Brahman - Hill","YES","Male",37,"Secondary (Gr 9-12)",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.598020635483664,2,"Brahman or Chhetri","1","2","35 to 39"
"555",16,20,"RURAL","PROVINCE NO. 1",0,0,"OTHER","Limbu","YES","Female",42,"Secondary (Gr 9-12)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"40-44","COMPLETED","Never Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Janajati","0","0","40 to 44"
"556",16,22,"RURAL","PROVINCE NO. 1",0,3,"HINDU","Limbu","YES","Male",53,"Basic (Gr 1-8)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"20-24","COMPLETED","Never Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Janajati","0","3 and more","50 to 59"
"557",16,22,"RURAL","PROVINCE NO. 1",0,3,"HINDU","Limbu","YES","Male",53,"Basic (Gr 1-8)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Janajati","0","3 and more","50 to 59"
"558",16,22,"RURAL","PROVINCE NO. 1",0,3,"HINDU","Limbu","YES","Male",53,"Basic (Gr 1-8)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Janajati","0","3 and more","50 to 59"
"559",16,22,"RURAL","PROVINCE NO. 1",0,3,"HINDU","Limbu","YES","Male",53,"Basic (Gr 1-8)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Janajati","0","3 and more","50 to 59"
"560",16,23,"RURAL","PROVINCE NO. 1",0,0,"OTHER","Limbu","YES","Male",50,"Basic (Gr 1-8)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","Basic (Gr 1-8)",1.21120846099771,NA,"Janajati","0","0","50 to 59"
"561",16,25,"RURAL","PROVINCE NO. 1",0,0,"HINDU","Brahman - Hill","YES","Male",69,"Secondary (Gr 9-12)",1.19699727710291,"Middle",16,"Province 1 Rural",0,0,0,1,1,0,1,1,"35-39","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.21120846099771,NA,"Brahman or Chhetri","0","0","60 to 69"
"562",16,4,"RURAL","PROVINCE NO. 1",1,0,"HINDU","Brahman - Hill","NO","Female",34,"Higher",0.591004022326305,"Fourth",16,"Province 1 Rural",0,0,0,0,0,0,1,1,"30-34","COMPLETED","Ever Married","Higher",0.598020635483664,0,"Brahman or Chhetri","1","0","30 to 34"
"563",16,5,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Brahman - Hill","YES","Female",76,"None",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,1,0,0,1,1,"30-34","COMPLETED","Ever Married","Higher",0.598020635483664,1,"Brahman or Chhetri","0","2","70 plus"
"564",16,7,"RURAL","PROVINCE NO. 1",1,1,"OTHER","Limbu","YES","Male",35,"Secondary (Gr 9-12)",0.591004022326305,"Middle",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","Basic (Gr 1-8)",0.598020635483664,0,"Janajati","1","1","35 to 39"
"565",16,8,"RURAL","PROVINCE NO. 1",0,1,"BUDDHIST","Limbu","YES","Male",56,"None",0.591004022326305,"Second",16,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.598020635483664,NA,"Janajati","0","1","50 to 59"
"566",160,1,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Ghale","YES","Male",23,"Basic (Gr 1-8)",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.558337609132526,0,"Janajati","1","0","15 to 24"
"567",160,10,"RURAL","PROVINCE NO. 3",1,0,"BUDDHIST","Magar","YES","Female",21,"Basic (Gr 1-8)",0.548925492057638,"Second",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.558337609132526,1,"Janajati","1","0","15 to 24"
"568",160,11,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Ghale","YES","Female",52,"None",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.558337609132526,2,"Janajati","1","1","50 to 59"
"569",160,12,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Magar","YES","Female",27,"Secondary (Gr 9-12)",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.558337609132526,1,"Janajati","1","1","25 to 29"
"570",160,13,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Magar","YES","Male",60,"Basic (Gr 1-8)",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.558337609132526,NA,"Janajati","1","1","60 to 69"
"571",160,13,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Magar","YES","Male",60,"Basic (Gr 1-8)",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.558337609132526,0,"Janajati","1","1","60 to 69"
"572",160,15,"RURAL","PROVINCE NO. 3",1,1,"HINDU","Ghale","YES","Male",28,"Basic (Gr 1-8)",1.22770432632246,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",1.24875508279103,0,"Janajati","1","1","25 to 29"
"573",160,17,"RURAL","PROVINCE NO. 3",0,1,"HINDU","Ghale","YES","Female",36,"Basic (Gr 1-8)",1.22770432632246,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Basic (Gr 1-8)",1.24875508279103,1,"Janajati","0","1","35 to 39"
"574",160,18,"RURAL","PROVINCE NO. 3",0,0,"HINDU","Magar","YES","Male",37,"Secondary (Gr 9-12)",1.22770432632246,"Fourth",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.24875508279103,NA,"Janajati","0","0","35 to 39"
"575",160,19,"RURAL","PROVINCE NO. 3",0,3,"HINDU","Ghale","YES","Female",37,"None",1.22770432632246,"Second",160,"Bagmati province Rural",0,0,0,0,0,0,0,0,"35-39","COMPLETED","Ever Married","None",1.24875508279103,2,"Janajati","0","3 and more","35 to 39"
"576",160,19,"RURAL","PROVINCE NO. 3",0,3,"HINDU","Ghale","YES","Female",37,"None",1.22770432632246,"Second",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",1.24875508279103,NA,"Janajati","0","3 and more","35 to 39"
"577",160,2,"RURAL","PROVINCE NO. 3",1,0,"HINDU","Ghale","YES","Male",66,"Basic (Gr 1-8)",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.558337609132526,0,"Janajati","1","0","60 to 69"
"578",160,22,"RURAL","PROVINCE NO. 3",0,3,"HINDU","Ghale","YES","Male",58,"Basic (Gr 1-8)",1.22770432632246,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",1.24875508279103,0,"Janajati","0","3 and more","50 to 59"
"579",160,22,"RURAL","PROVINCE NO. 3",0,3,"HINDU","Ghale","YES","Male",58,"Basic (Gr 1-8)",1.22770432632246,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.24875508279103,NA,"Janajati","0","3 and more","50 to 59"
"580",160,24,"RURAL","PROVINCE NO. 3",0,0,"HINDU","Ghale","YES","Male",47,"Basic (Gr 1-8)",1.22770432632246,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.24875508279103,NA,"Janajati","0","0","45 to 49"
"581",160,3,"RURAL","PROVINCE NO. 3",1,2,"HINDU","Damai/Dholi","YES","Male",64,"None",0.548925492057638,"Second",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.558337609132526,0,"Dalits","1","2","60 to 69"
"582",160,4,"RURAL","PROVINCE NO. 3",1,2,"HINDU","Gurung","YES","Male",35,"Basic (Gr 1-8)",0.548925492057638,"Second",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.558337609132526,3,"Janajati","1","2","35 to 39"
"583",160,5,"RURAL","PROVINCE NO. 3",1,0,"HINDU","Ghale","YES","Female",71,"None",0.548925492057638,"Middle",160,"Bagmati province Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.558337609132526,0,"Janajati","1","0","70 plus"
"584",160,6,"RURAL","PROVINCE NO. 3",1,0,"HINDU","Magar","YES","Female",27,"Basic (Gr 1-8)",0.548925492057638,"Second",160,"Bagmati province Rural",0,0,0,0,0,0,0,0,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.558337609132526,0,"Janajati","1","0","25 to 29"
